sample	stromal	immune	estimate
TCGA-AO-A0J7-01	1273.03799409999	498.840107662992	1771.87810176299
TCGA-OL-A66H-01	3122.93253349211	3815.81248508164	6938.74501857375
TCGA-D8-A1J9-01	3525.14820391481	2287.37888195211	5812.52708586692
TCGA-BH-A0B5-01	3262.87364254373	2710.19543217752	5973.06907472125
TCGA-E2-A15A-06	2647.23271088482	4289.31219644637	6936.54490733119
TCGA-E2-A15K-11	4447.09097914178	3774.58661438048	8221.67759352225
TCGA-BH-A0B4-01	4032.01282862361	2756.14823991003	6788.16106853363
TCGA-AQ-A04H-01	1832.00142429762	1162.98489451179	2994.98631880941
TCGA-AR-A1AX-01	3882.26899513532	5178.59492841095	9060.86392354627
TCGA-BH-A0GZ-01	3084.20002787457	1490.54590002724	4574.74592790181
TCGA-B6-A0IN-01	3847.61930116125	3973.44016904877	7821.05947021003
TCGA-BH-A1F6-01	2885.04407365656	3677.59635281533	6562.64042647188
TCGA-A8-A07U-01	3740.26633759432	5505.02893301994	9245.29527061426
TCGA-BH-A18V-01	3414.62028582164	3660.3657281232	7074.98601394483
TCGA-AQ-A04L-01	2783.75582798577	1680.37205629468	4464.12788428045
TCGA-AR-A1AP-01	3137.69937149316	2967.97706946812	6105.67644096128
TCGA-AC-A2QH-01	2890.87590992841	1521.65700025964	4412.53291018805
TCGA-AR-A24M-01	3643.0166678219	1969.86442190677	5612.88108972867
TCGA-AR-A2LQ-01	5086.13380303605	2802.09438405251	7888.22818708856
TCGA-AC-A62Y-01	3184.13342541797	3551.95605334613	6736.08947876411
TCGA-BH-A0DQ-11	3169.0328173632	1633.23454418202	4802.26736154522
TCGA-BH-A0HO-01	2912.64363916455	2954.44195845397	5867.08559761852
TCGA-EW-A1OV-01	3785.22153405548	6046.09495615899	9831.31649021447
